id,codigo_curriculo,codigo_ingresso,periodo_ingresso,forma_ingresso,codigo_evasao,forma_evasao,periodo_evasao,evadiu_periodo,forma_saida,acao_afirmativa,tipo_reserva_vagas,forma_reserva_vagas,sexo,codigo_cor,nome_cor,idade_ingresso,idade_evasao,tipo_ensino_medio,ensino_medio,apv_media_geral
D200036,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2013.2,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,22,24,NA,Não informado,664.5
M163283,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.1,3,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,2,Preta,23,24,NA,Não informado,667.1
X232219,1999,16,2011.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,21,23,NA,Não informado,667.2
S298991,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2016.1,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,23,1,Somente escola privada,657.3
V032160,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,5,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,20,NA,Não informado,655.7
U337391,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2013.2,6,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,23,1,Somente escola privada,668.3
C318742,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2016.1,11,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,24,2,Somente escola pública,670.5
B341359,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,5,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,20,NA,Não informado,658.7
G106646,1999,16,2011.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2011.2,2,Evadido,Não,1,Sem Reserva De Vagas,Feminino,4,Amarela,18,18,NA,Não informado,659.9
O209013,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,4,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,4,Amarela,21,22,NA,Não informado,666.4
D122290,1999,1,2009.2,VESTIBULAR,1,GRADUADO,2011.2,5,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,26,28,NA,Não informado,563.5
L375893,1999,1,2008.2,VESTIBULAR,1,GRADUADO,2010.1,4,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,26,28,NA,Não informado,588.4
R220005,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2013.1,4,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,22,24,NA,Não informado,665.1
K002639,1999,16,2011.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2014.1,6,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,24,27,NA,Não informado,664.9
V358740,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2014.2,7,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,22,25,1,Somente escola privada,668.5
Y019700,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2016.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,24,29,1,Somente escola privada,654.5
W165216,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.1,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,23,24,NA,Não informado,670.2
K254300,1999,18,2017.2,SISU,1,GRADUADO,2019.2,5,Graduado,Sim,3,Escola Renda,Feminino,4,Amarela,25,27,2,Somente escola pública,602.72
C093003,1999,18,2017.2,SISU,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2017.2,1,Evadido,Sim,2,Escola Renda Cor,Masculino,3,Parda,18,18,2,Somente escola pública,573.02
R258579,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,24,28,1,Somente escola privada,718.3
O198392,1999,18,2016.2,SISU,21,CANCELADO REPROVOU TODAS POR FALTAS,2017.1,2,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,32,33,1,Somente escola privada,725.08
A253598,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2014.1,7,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,2,Preta,20,23,NA,Não informado,673
Z209443,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2016.1,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,23,1,Somente escola privada,723.4
C360512,1999,16,2011.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2011.1,1,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,19,NA,Não informado,678.2
O166363,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.1,3,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,20,NA,Não informado,689.3
R111716,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2011.2,2,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,20,NA,Não informado,716.4
S341199,1999,16,2011.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,20,23,NA,Não informado,690.1
K182215,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.2,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,26,30,1,Somente escola privada,683.5
O293172,1999,16,2011.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2011.1,1,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,18,NA,Não informado,731.7
E173859,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2013.1,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,20,NA,Não informado,680.1
I389709,1999,16,2011.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,9,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,22,NA,Não informado,722.4
Y095408,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,6,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,23,NA,Não informado,684.3
H371392,1999,18,2016.2,SISU,4,CANCELAMENTO POR ABANDONO,2017.2,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,19,1,Somente escola privada,681.12
Y291601,1999,18,2016.2,SISU,1,GRADUADO,2017.1,2,Graduado,Sim,2,Escola Renda Cor,Masculino,3,Parda,24,25,2,Somente escola pública,620.7
M077528,1999,18,2016.2,SISU,1,GRADUADO,2018.2,5,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,20,22,2,Somente escola pública,707.76
D073825,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2011.2,1,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,28,28,NA,Não informado,658
J351616,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2014.1,6,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,23,2,Somente escola pública,654.8
E043454,1999,18,2016.2,SISU,1,GRADUADO,2017.2,3,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,24,25,1,Somente escola privada,684.32
I393158,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,20,NA,Não informado,648.9
L338594,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2013.1,4,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,20,NA,Não informado,646.8
N156157,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,19,NA,Não informado,654.6
Z209239,1999,16,2011.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.1,3,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,21,NA,Não informado,681.7
M327692,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,4,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,20,21,NA,Não informado,676.3
J365365,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.2,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,25,29,1,Somente escola privada,675.7
M038047,1999,16,2011.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2013.1,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,20,NA,Não informado,693
W388711,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.2,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,21,25,2,Somente escola pública,691.8
J174633,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2012.1,3,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,23,NA,Não informado,675
Q051346,1999,16,2011.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1,11,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,26,31,1,Somente escola privada,676.5
G275248,1999,16,2011.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2011.2,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,19,19,NA,Não informado,677.6
D210821,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2014.1,7,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,23,26,NA,Não informado,671.9
K084945,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2015.2,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,16,20,1,Somente escola privada,728.6
Z041769,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2011.2,2,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,23,23,NA,Não informado,744.2
S001296,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2016.1,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,24,1,Somente escola privada,708.2
Z083910,1999,16,2011.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2011.1,1,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,18,NA,Não informado,675.8
X259296,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2016.1,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,23,1,Somente escola privada,680.5
M394409,1999,16,2011.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2012.1,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,19,NA,Não informado,686.8
S275515,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.2,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,24,28,1,Somente escola privada,672
D346918,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2014.2,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,20,23,1,Somente escola privada,677.7
Y106575,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2013.1,4,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,22,24,1,Somente escola privada,659.9
N199528,1999,16,2011.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.2,4,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,27,28,NA,Não informado,675.4
F359088,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2016.2,12,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,23,1,Somente escola privada,675.3
J295624,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.2,4,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,42,43,NA,Não informado,676
T265013,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2017.1,13,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,24,1,Somente escola privada,707.2
J207981,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2016.2,12,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,24,1,Somente escola privada,690.8
E074674,1999,16,2011.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2011.2,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,28,28,NA,Não informado,682
B116098,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,5,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,21,NA,Não informado,735.5
T175186,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.2,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,22,1,Somente escola privada,679.8
I360563,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2014.2,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,21,NA,Não informado,692.1
A201662,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,5,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,20,NA,Não informado,682.7
G362508,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.1,3,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,19,NA,Não informado,701.9
E328499,1999,16,2011.1,VESTIBULAR / ENEM,5,CANCELAMENTO DE MATRICULA,2018.2,16,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,25,1,Somente escola privada,737.6
X393347,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2015.2,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,29,33,1,Somente escola privada,680
B380874,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2013.2,6,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,23,25,NA,Não informado,706.1
Q017712,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,19,20,NA,Não informado,650.3
R067329,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2018.1,14,Graduado,Não,1,Sem Reserva De Vagas,Masculino,2,Preta,19,26,2,Somente escola pública,660.5
T301512,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,19,20,NA,Não informado,647.1
P393996,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2016.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,20,25,2,Somente escola pública,646
W355458,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2012.2,3,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,22,NA,Não informado,665.3
X212427,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2015.1,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,19,23,1,Somente escola privada,648.5
R043865,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2016.1,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,21,26,1,Somente escola privada,649.4
X351857,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,5,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,26,28,NA,Não informado,675.5
X299770,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,23,1,Somente escola privada,711.5
Y036997,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2017.1,13,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,24,1,Somente escola privada,683.8
U329249,1999,16,2011.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2011.1,1,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,18,NA,Não informado,733.7
Y338248,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,17,21,1,Somente escola privada,675
B212657,1999,16,2011.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2011.2,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,18,NA,Não informado,686.3
F058901,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.2,4,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,21,22,NA,Não informado,708.4
L006199,1999,16,2011.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.1,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,25,27,NA,Não informado,671.4
V163624,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2013.2,6,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,23,NA,Não informado,678.3
S018855,1999,16,2011.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2014.2,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,25,28,NA,Não informado,700.8
A162943,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2016.1,11,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,23,1,Somente escola privada,673.5
K229279,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2015.1,9,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,25,29,1,Somente escola privada,674.6
L105454,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2014.2,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,28,31,2,Somente escola pública,678.3
E372125,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2015.2,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,22,1,Somente escola privada,729.6
U114475,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2014.2,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,24,27,NA,Não informado,664.7
K186590,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2014.1,6,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,22,25,1,Somente escola privada,646.1
W108662,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.1,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,19,NA,Não informado,667
I151880,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,26,31,1,Somente escola privada,670.6
H057589,1999,16,2011.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,4,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,19,21,2,Somente escola pública,649.8
I036878,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,20,NA,Não informado,648.3
Q285674,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,19,NA,Não informado,652.6
I232006,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,19,NA,Não informado,661.4
A070072,1999,18,2016.2,SISU,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2018.1,4,Evadido,Sim,5,Escola,Masculino,1,Branca,18,20,2,Somente escola pública,641.3
N064561,1999,3,2011.1,CONVENIO PEC-G,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.1,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,25,27,2,Somente escola pública,NA
E258439,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,28,29,NA,Não informado,628.9
H193418,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,2,Preta,17,18,NA,Não informado,630
D226762,1999,16,2011.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,5,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,21,NA,Não informado,631.3
U031993,1999,18,2016.2,SISU,21,CANCELADO REPROVOU TODAS POR FALTAS,2017.1,2,Evadido,Sim,3,Escola Renda,Masculino,0,Não declarada,41,42,2,Somente escola pública,528.36
U099038,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2012.1,2,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,25,26,NA,Não informado,634.7
H172807,1999,16,2011.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2016.2,11,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,23,2,Somente escola pública,636.8
G115689,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2016.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,5,Indígena,17,22,1,Somente escola privada,640.9
N270333,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2013.1,4,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,21,NA,Não informado,645
F378964,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,17,19,NA,Não informado,640.3
M307823,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,20,1,Somente escola privada,635.8
N213662,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2016.2,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,19,24,2,Somente escola pública,639.5
R261475,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2014.2,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,19,22,2,Somente escola pública,634.4
K260580,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.1,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,36,37,NA,Não informado,636.3
B038131,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.2,3,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,20,NA,Não informado,640.7
R221024,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2013.2,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,20,3,"Pública e privada, tendo ficado mais tempo em escola pública",645
A189297,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.1,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,20,NA,Não informado,639.8
N020666,1999,16,2011.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2014.1,6,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,21,24,NA,Não informado,631.8
X001778,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2,9,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,21,25,1,Somente escola privada,645.5
V070554,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2016.2,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,24,1,Somente escola privada,636.4
J155318,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2017.2,13,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,24,30,2,Somente escola pública,636.3
J214259,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2013.2,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,21,1,Somente escola privada,636.6
J161969,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2011.2,1,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,25,25,NA,Não informado,642.3
I228730,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,20,24,1,Somente escola privada,643.6
K009387,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2013.2,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,32,34,NA,Não informado,635.8
Q181588,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2015.1,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,19,23,1,Somente escola privada,632.5
P202918,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,19,22,NA,Não informado,642.2
J076725,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2016.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,23,1,Somente escola privada,638.9
