id,codigo_curriculo,codigo_ingresso,periodo_ingresso,forma_ingresso,codigo_evasao,forma_evasao,periodo_evasao,evadiu_periodo,forma_saida,acao_afirmativa,tipo_reserva_vagas,forma_reserva_vagas,sexo,codigo_cor,nome_cor,idade_ingresso,idade_evasao,tipo_ensino_medio,ensino_medio,apv_media_geral
J135844,1999,1,2000.2,VESTIBULAR,1,GRADUADO,2004.1,8,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22,NA,Não informado,559
Y041561,1999,1,2000.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,22,NA,Não informado,560
Q304404,1999,1,2002.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.1,2,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,19,NA,Não informado,601.1
S099437,1999,1,2002.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2006.1,8,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23,NA,Não informado,597.3
I109264,1999,1,2002.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2008.1,12,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,24,NA,Não informado,581.5
R160720,1999,1,2002.2,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2005.2,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,22,NA,Não informado,590.3
J152181,1999,1,2002.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.1,4,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,21,NA,Não informado,580.2
R288481,1999,1,2002.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2006.1,8,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,24,NA,Não informado,600.5
H308340,1999,1,2002.2,VESTIBULAR,1,GRADUADO,2007.1,10,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,24,NA,Não informado,593.6
H346778,1999,1,2002.2,VESTIBULAR,1,GRADUADO,2007.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,24,NA,Não informado,579.7
M251700,1999,1,2002.2,VESTIBULAR,1,GRADUADO,2008.1,12,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,25,NA,Não informado,603.3
U292618,1999,1,2002.2,VESTIBULAR,1,GRADUADO,2008.1,12,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,18,24,NA,Não informado,597.7
L048740,1999,1,2000.1,VESTIBULAR,1,GRADUADO,2004.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,589
V281932,1999,1,2000.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2005.2,12,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,24,NA,Não informado,711
D259101,1999,1,2000.1,VESTIBULAR,1,GRADUADO,2004.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,700
G341818,1999,1,2000.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,21,NA,Não informado,668
K134260,1999,1,2000.1,VESTIBULAR,1,GRADUADO,2004.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,3,Parda,18,22,1,Somente escola privada,667
L217452,1999,1,2000.1,VESTIBULAR,1,GRADUADO,2004.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,17,21,1,Somente escola privada,662
K078345,1999,1,2000.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,5,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20,NA,Não informado,591
W352910,1999,1,2000.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.2,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,591
Q213620,1999,1,2000.1,VESTIBULAR,1,GRADUADO,2005.1,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,22,27,NA,Não informado,632
U281238,1999,1,2000.2,VESTIBULAR,1,GRADUADO,2005.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,25,NA,Não informado,561
C119452,1999,1,2000.2,VESTIBULAR,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2005.2,11,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,23,NA,Não informado,586
P300303,1999,1,2000.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,4,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,21,NA,Não informado,585
S216812,1999,1,2000.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.1,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,21,NA,Não informado,566
V335520,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.1,12,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,17,23,NA,Não informado,602
H393968,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2002.2,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,601
E292732,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.2,13,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,25,NA,Não informado,597
D310768,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.1,13,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,26,NA,Não informado,620
U116696,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2002.2,9,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23,NA,Não informado,563
I394228,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2002.1,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,24,NA,Não informado,563
V210205,1999,1,1996.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,9,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,23,27,NA,Não informado,589
T089564,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.1,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,23,NA,Não informado,787
Y252601,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2000.2,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,21,NA,Não informado,761
P255551,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2000.2,8,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,23,NA,Não informado,729
K351906,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2002.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,23,NA,Não informado,590
Y226324,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.2,9,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22,NA,Não informado,589
A344024,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2000.2,8,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21,NA,Não informado,692
C297843,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.1,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,27,30,NA,Não informado,672
C348326,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2001.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,22,NA,Não informado,670
W341364,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.1,13,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,26,NA,Não informado,669
X261248,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2002.1,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,22,27,NA,Não informado,655
R168979,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2002.2,12,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,23,NA,Não informado,645
I039365,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.2,12,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,23,28,NA,Não informado,644
T335007,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2001.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,640
K313757,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,22,25,NA,Não informado,629
D130608,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.2,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,24,NA,Não informado,625
A116222,1999,1,1997.1,VESTIBULAR,5,CANCELAMENTO DE MATRICULA,2004.1,15,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,17,24,NA,Não informado,623
V066183,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2005.1,14,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,27,NA,Não informado,593
B141318,1999,1,1998.2,VESTIBULAR,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2005.2,15,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,25,NA,Não informado,591
N098312,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2006.2,17,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,26,NA,Não informado,585
T203125,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,5,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20,NA,Não informado,583
J214098,1999,1,1998.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2004.2,13,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,24,NA,Não informado,583
D372642,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.2,9,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,25,NA,Não informado,582
Q114916,1999,1,1996.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,636
A027863,1999,1,1996.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,12,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,25,NA,Não informado,624
O169868,1999,1,1996.2,VESTIBULAR,5,CANCELAMENTO DE MATRICULA,2006.1,20,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,28,NA,Não informado,620
N006777,1999,1,1996.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.2,11,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,24,NA,Não informado,618
Z368778,1999,1,1996.2,VESTIBULAR,1,GRADUADO,2002.2,13,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,24,NA,Não informado,613
G057990,1999,1,1998.2,VESTIBULAR,5,CANCELAMENTO DE MATRICULA,2006.1,16,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,26,NA,Não informado,580
I286150,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2006.1,16,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,27,NA,Não informado,578
V178156,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.2,11,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,25,NA,Não informado,576
S072049,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,8,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22,NA,Não informado,576
P073512,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.1,4,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,25,27,NA,Não informado,576
Y184124,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.1,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,26,NA,Não informado,573
Z354366,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.1,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,24,NA,Não informado,572
E315299,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,21,NA,Não informado,571
F017908,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,5,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,20,NA,Não informado,570
G316157,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,23,NA,Não informado,569
C011337,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2002.2,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,21,25,NA,Não informado,569
R248699,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2003.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,23,NA,Não informado,568
X177865,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2006.2,17,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,27,NA,Não informado,567
N132388,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2005.1,14,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,26,33,NA,Não informado,563
N360760,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2004.2,13,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,27,NA,Não informado,564
C105267,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,11,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,24,NA,Não informado,619
R054307,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2001.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,617
O231511,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2001.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,24,NA,Não informado,614
E162227,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2001.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,22,26,NA,Não informado,613
A179438,1999,1,1997.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.2,16,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,26,NA,Não informado,612
T011100,1999,1,1997.1,VESTIBULAR,1,GRADUADO,2001.1,9,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23,NA,Não informado,607
N312402,1999,1,1997.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,22,25,NA,Não informado,606
A336361,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.1,8,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22,NA,Não informado,606
T350437,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.2,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,24,NA,Não informado,604
E168015,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.1,8,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23,NA,Não informado,604
D002468,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.1,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,22,NA,Não informado,601
I280240,1999,1,1997.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2003.1,12,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,26,NA,Não informado,601
Q116470,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2002.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,24,NA,Não informado,601
K350163,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.1,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,22,NA,Não informado,601
T092435,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2004.1,14,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,25,NA,Não informado,595
B324611,1999,1,1997.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.2,9,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,23,27,NA,Não informado,594
X125004,1999,1,1997.2,VESTIBULAR,5,CANCELAMENTO DE MATRICULA,2004.2,15,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,27,NA,Não informado,592
J315920,1999,1,1997.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,28,33,NA,Não informado,592
M236373,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2002.1,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,23,28,NA,Não informado,588
U382225,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.2,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,22,NA,Não informado,588
M098011,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.2,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,17,21,NA,Não informado,587
K024697,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.2,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,22,NA,Não informado,659
Z100231,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2001.2,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,24,NA,Não informado,656
Y161414,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2004.2,14,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,25,NA,Não informado,656
L275105,1999,1,1997.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2004.2,15,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,25,NA,Não informado,586
T194884,1999,1,1997.2,VESTIBULAR,5,CANCELAMENTO DE MATRICULA,2004.2,15,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,22,29,NA,Não informado,581
U154888,1999,1,1997.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,7,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,24,NA,Não informado,581
S176850,1999,1,1997.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2005.2,17,Reingresso,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,27,NA,Não informado,580
H030821,1999,1,1997.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,24,NA,Não informado,579
E165284,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2001.2,9,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22,NA,Não informado,578
E008588,1999,1,1997.2,VESTIBULAR,1,GRADUADO,2003.1,12,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,26,NA,Não informado,578
F353416,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2001.1,7,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,21,NA,Não informado,761
Q029505,1999,1,1998.1,VESTIBULAR,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2007.1,19,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,27,NA,Não informado,722
Y257055,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2001.2,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,21,NA,Não informado,721
B098770,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2001.2,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,22,NA,Não informado,720
K088285,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2001.1,7,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,22,NA,Não informado,719
T227196,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2001.2,8,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,21,NA,Não informado,691
H365715,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2003.1,11,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,23,NA,Não informado,675
K323831,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2005.1,15,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,26,NA,Não informado,671
E194844,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2002.2,10,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23,NA,Não informado,663
C290348,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.2,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,660
L346015,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,22,NA,Não informado,653
K297279,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,21,NA,Não informado,652
C236844,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2002.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,651
N081971,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2004.1,13,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,24,NA,Não informado,650
L378965,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2002.2,10,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23,NA,Não informado,648
W308075,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2005.2,16,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,27,NA,Não informado,633
N125277,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,6,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20,NA,Não informado,630
G244300,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,23,NA,Não informado,625
G074456,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.2,8,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,23,NA,Não informado,622
J074541,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2002.2,10,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,617
A197236,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,26,28,NA,Não informado,615
F059817,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,20,NA,Não informado,613
J151731,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2003.1,11,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,27,NA,Não informado,613
Q133989,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,6,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,20,NA,Não informado,613
X156192,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,7,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,23,26,NA,Não informado,613
A054401,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.1,5,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,24,26,NA,Não informado,612
Y147335,1999,1,1998.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2005.2,16,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,28,NA,Não informado,613
Y124219,1999,1,1998.1,VESTIBULAR,1,GRADUADO,2002.1,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,25,NA,Não informado,610
R072116,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2002.2,9,Graduado,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,24,NA,Não informado,608
U087662,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.2,9,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,23,NA,Não informado,606
F263002,1999,1,1998.2,VESTIBULAR,1,GRADUADO,2001.2,7,Graduado,Não,1,Sem Reserva De Vagas,Masculino,1,Branca,23,26,1,Somente escola privada,603
D381991,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,24,NA,Não informado,563
F362519,1999,1,1998.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,8,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,18,22,NA,Não informado,566
C356842,1999,1,1993.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,15,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,28,NA,Não informado,611
Q268290,1999,1,1996.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2000.2,10,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,20,24,NA,Não informado,702
M346462,1999,1,1996.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2001.1,11,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,26,NA,Não informado,649
P033431,1999,1,1993.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2002.1,18,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,28,NA,Não informado,630
C016695,1999,1,1994.1,VESTIBULAR,5,CANCELAMENTO DE MATRICULA,2003.1,19,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,21,30,NA,Não informado,625
B055424,1999,1,1995.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2003.2,18,Evadido,Não,1,Sem Reserva De Vagas,Masculino,0,Não declarada,19,27,NA,Não informado,606
